age,gender,height,weight,workout_type,duration,calories_burned,intensity,calories_intake,bmi,goal_A,goal_B,goal_C,goal_D,goal_E,goal_F,goal_G,goal_H
37,Female,197,117,0,61,742,Low,3627,30.14764616454946,0,1,0,0,0,0,1,0
24,Male,161,75,0,87,699,Low,1551,28.93406890166274,0,1,0,1,0,0,0,0
59,Male,157,93,5,116,620,High,3790,37.72972534382733,0,0,0,0,0,0,1,1
45,Male,175,101,2,15,952,High,2220,32.97959183673469,0,1,0,0,0,0,0,0
42,Male,165,89,3,15,524,High,2234,32.690541781450875,0,1,0,0,1,0,1,0
50,Female,175,96,1,117,572,Medium,3634,31.346938775510203,0,1,0,0,0,0,1,1
22,Other,199,86,4,34,944,Low,1846,21.71662331759299,0,0,0,0,1,1,0,1
55,Female,172,79,5,84,760,High,3068,26.703623580313685,0,1,0,1,0,0,1,1
38,Other,163,93,2,14,550,High,3541,35.00319921713275,0,1,0,0,0,0,0,0
52,Female,198,116,0,58,289,High,2311,29.58881746760535,0,1,0,1,0,0,1,0
26,Male,191,98,0,66,422,Medium,3950,26.863298703434666,0,1,0,1,0,0,1,0
39,Male,186,89,1,87,271,High,2693,25.725517400855587,0,1,0,1,0,0,1,1
54,Male,169,52,3,57,195,Low,2230,18.20664542558034,0,0,0,0,1,0,1,0
33,Female,176,77,3,30,322,Low,1715,24.857954545454547,1,0,1,0,1,1,1,0
20,Female,162,106,5,24,730,Low,2380,40.39018442310623,0,1,0,0,0,0,0,1
20,Male,166,76,3,104,189,High,1762,27.58020031934969,0,1,1,0,1,0,0,0
21,Female,155,118,3,81,751,High,3805,49.11550468262226,0,1,0,0,1,0,0,0
25,Female,198,58,2,112,601,Low,3907,14.794408733802674,0,0,1,0,0,0,0,0
47,Female,184,73,2,61,295,High,2542,21.561909262759922,0,0,1,1,0,0,0,0
23,Other,154,101,0,42,503,Medium,3313,42.58728284702311,0,1,0,0,0,0,0,0
54,Female,198,69,4,16,265,High,2314,17.600244872972148,0,0,0,0,1,0,1,1
54,Male,176,82,2,88,341,High,3010,26.47210743801653,0,1,0,1,0,0,0,0
35,Male,193,59,3,48,931,Medium,1759,15.839351391983678,0,0,1,0,1,0,1,0
52,Other,156,61,0,96,626,High,1928,25.06574621959237,0,1,0,1,0,0,1,0
31,Female,160,118,0,105,458,High,2533,46.09374999999999,0,1,0,0,0,0,1,0
19,Male,172,101,0,43,376,Low,3942,34.140075716603576,0,1,0,0,0,0,0,0
40,Other,187,112,5,66,604,Low,1955,32.028367983070716,0,1,0,0,0,0,1,1
43,Female,184,95,2,119,158,High,2673,28.060018903591683,0,1,1,1,0,0,0,0
30,Other,157,68,3,82,778,Low,2088,27.587326057852245,0,1,1,0,1,0,1,0
41,Female,176,58,0,110,726,Medium,1522,18.72417355371901,0,0,0,1,0,0,1,0
24,Other,167,54,3,78,711,Low,2395,19.362472659471475,1,0,1,0,1,1,0,0
57,Female,154,108,5,54,155,High,3644,45.53887670770788,0,0,0,0,0,0,1,1
35,Male,163,76,1,37,644,Low,3486,28.604764951635367,0,1,0,1,0,0,1,1
48,Female,156,61,1,75,772,Low,1565,25.06574621959237,0,1,0,1,0,0,1,1
55,Other,191,74,2,103,905,Low,2031,20.284531674022094,0,0,0,1,0,0,0,0
19,Other,191,115,3,59,182,Low,2039,31.523258682601902,0,1,0,0,1,0,0,0
52,Male,159,72,5,63,558,Low,1846,28.479886080455675,0,1,0,1,0,0,1,1
47,Female,168,91,5,25,446,Medium,2415,32.242063492063494,0,1,0,0,0,0,1,1
52,Female,156,100,4,90,393,High,2128,41.0913872452334,0,0,0,0,1,0,1,1
34,Other,161,73,2,25,726,High,2758,28.162493730951734,0,1,1,1,0,0,0,0
24,Male,190,89,1,117,140,Medium,2944,24.653739612188367,0,0,0,1,0,0,0,1
45,Male,157,95,1,64,176,Low,3494,38.541117286705344,0,1,0,0,0,0,1,1
19,Other,189,116,4,105,446,High,2343,32.47389490775734,0,0,0,0,1,0,0,1
35,Other,161,87,0,10,273,High,3305,33.56351992592878,0,1,0,0,0,0,1,0
25,Female,175,62,2,112,135,Low,1768,20.244897959183675,1,0,1,1,0,1,0,0
40,Other,174,84,2,75,880,Medium,3792,27.74474831549742,0,1,1,1,0,0,0,0
37,Male,175,101,5,82,438,High,1925,32.97959183673469,0,1,0,0,0,0,1,1
34,Male,176,51,1,71,933,Low,1929,16.464359504132233,0,0,0,0,0,0,1,1
26,Male,181,102,1,29,684,High,2010,31.13458075150331,0,1,0,0,0,0,1,1
35,Other,183,90,5,64,729,Low,2290,26.874496103198062,0,1,0,1,0,0,1,1
59,Other,191,71,1,88,253,High,1696,19.462185795345523,0,0,0,1,0,0,1,1
46,Other,182,83,4,59,905,Medium,1548,25.057360222195385,0,0,0,0,1,0,1,1
28,Male,160,117,2,13,316,Low,2528,45.70312499999999,0,1,0,0,0,0,0,0
26,Female,193,51,2,17,742,High,1682,13.691642728663858,0,0,1,0,0,0,0,0
41,Other,191,76,4,91,761,High,3738,20.832762259806476,0,0,0,0,1,0,1,1
58,Other,179,92,3,66,765,High,2447,28.71321119815237,0,0,0,0,1,0,1,0
30,Other,156,93,0,92,329,Medium,2418,38.21499013806706,0,1,0,0,0,0,1,0
34,Male,181,100,1,11,757,Medium,2218,30.52409877598364,0,1,0,0,0,0,1,1
58,Female,150,68,4,108,870,High,2546,30.22222222222222,0,0,0,0,1,0,1,1
34,Other,153,89,5,13,987,High,1992,38.01956512452475,0,1,0,0,0,0,1,1
27,Male,165,64,5,95,756,Medium,1869,23.507805325987146,0,0,0,1,0,1,1,1
36,Male,177,75,4,88,541,Medium,3508,23.93948099205209,0,0,0,0,1,0,1,1
51,Other,181,108,4,119,208,High,1555,32.96602667806233,0,0,0,0,1,0,1,1
55,Male,171,105,2,14,396,High,1710,35.90848466194727,0,1,0,0,0,0,0,0
24,Other,159,85,2,50,381,High,2789,33.62208773387128,0,1,0,0,0,0,0,0
46,Other,166,67,3,15,218,Low,2059,24.31412396574249,0,0,1,0,1,0,1,0
21,Female,181,109,2,89,154,Medium,3653,33.271267665822165,0,1,0,0,0,0,0,0
49,Male,166,60,1,71,347,High,2496,21.773842357381334,0,0,0,1,0,0,1,1
42,Female,181,52,0,43,449,Medium,1926,15.872531363511492,0,0,0,0,0,0,1,0
33,Other,184,108,3,50,738,High,2961,31.899810964083173,0,1,0,0,1,0,1,0
36,Other,187,84,5,72,705,Low,2064,24.021275987303035,0,0,0,1,0,0,1,1
54,Female,176,60,2,104,479,High,2266,19.369834710743802,0,0,0,1,0,0,0,0
56,Female,179,58,4,116,903,Low,2983,18.101807059704754,0,0,0,0,1,0,1,1
43,Female,159,67,2,91,174,High,2792,26.502116213757365,0,1,1,1,0,0,0,0
48,Female,170,117,0,82,788,Medium,3227,40.484429065743946,0,1,0,0,0,0,1,0
27,Male,181,52,0,78,270,Medium,2021,15.872531363511492,0,0,0,0,0,0,1,0
56,Other,152,99,1,73,472,Low,3954,42.84972299168975,0,0,0,0,0,0,1,1
50,Male,175,118,0,94,355,High,2908,38.53061224489796,0,1,0,0,0,0,1,0
21,Other,187,60,5,52,860,Low,3736,17.158054276645025,0,0,0,0,0,0,0,1
54,Female,183,63,2,38,277,High,2098,18.812147272238644,0,0,0,1,0,0,0,0
25,Female,179,62,5,10,383,Medium,3753,19.350207546580943,0,0,0,1,0,1,1,1
46,Male,197,79,5,61,449,Low,1689,20.3561029658069,0,0,0,1,0,0,1,1
35,Other,198,61,4,89,131,High,3155,15.559636771757985,0,0,0,0,1,0,1,1
38,Female,176,116,0,25,560,High,1788,37.44834710743802,0,1,0,0,0,0,1,0
33,Female,183,72,0,75,221,Low,3311,21.49959688255845,0,0,0,1,0,1,1,0
35,Male,187,50,1,89,622,High,3557,14.298378563870855,0,0,0,0,0,0,1,1
53,Female,190,68,0,81,546,Low,2329,18.83656509695291,0,0,0,1,0,0,1,0
42,Male,168,60,2,10,986,High,2159,21.258503401360546,0,0,1,1,0,0,0,0
53,Female,154,76,4,79,299,Medium,2441,32.04587620172036,0,0,0,0,1,0,1,1
57,Male,195,106,2,79,921,Medium,1690,27.87639710716634,0,0,0,1,0,0,0,0
26,Other,150,51,2,74,908,Medium,2925,22.666666666666668,1,0,1,1,0,1,0,0
57,Male,158,115,2,28,239,Medium,2664,46.066335523153334,0,0,0,0,0,0,0,0
52,Female,167,93,0,101,664,Medium,3595,33.34648069131199,0,1,0,0,0,0,1,0
24,Female,175,109,0,54,226,Medium,3291,35.59183673469388,0,1,0,0,0,0,0,0
58,Male,170,73,3,42,805,Low,1613,25.25951557093426,0,0,0,0,1,0,1,0
24,Male,152,107,0,90,911,Medium,3193,46.31232686980609,0,1,0,0,0,0,0,0
36,Male,161,116,2,27,642,High,2687,44.751359901238374,0,1,0,0,0,0,0,0
50,Male,158,80,2,27,436,Low,3343,32.046146450889275,0,1,0,0,0,0,0,0
57,Female,153,71,0,22,274,Medium,2287,30.33021487462087,0,0,0,0,0,0,1,0
54,Other,191,107,4,95,610,Low,2423,29.33033633946438,0,0,0,0,1,0,1,1
40,Other,151,60,2,94,564,Low,2250,26.314635323012148,0,1,1,1,0,0,0,0
57,Female,178,70,1,16,487,Medium,1992,22.093170054286073,0,0,0,1,0,0,1,1
38,Other,185,80,2,106,805,Low,1665,23.37472607742878,1,0,1,1,0,0,0,0
43,Other,172,63,4,29,605,Medium,1993,21.29529475392104,0,0,0,0,1,0,1,1
55,Other,175,76,0,22,442,High,2915,24.816326530612244,0,0,0,1,0,0,1,0
35,Female,162,119,4,42,701,Medium,1539,45.34369760707208,0,0,0,0,1,0,1,1
45,Male,180,60,2,89,299,Medium,2829,18.51851851851852,0,0,1,1,0,0,0,0
52,Other,152,63,1,105,600,Medium,3127,27.268005540166204,0,1,0,1,0,0,1,1
56,Male,192,61,0,100,263,High,1991,16.54730902777778,0,0,0,0,0,0,1,0
22,Male,168,105,2,60,869,High,2263,37.202380952380956,0,1,0,0,0,0,0,0
34,Male,190,70,5,30,272,Medium,2956,19.390581717451525,0,0,0,1,0,1,1,1
36,Male,157,117,4,64,541,High,2574,47.46642865836342,0,0,0,0,1,0,1,1
49,Male,181,88,3,52,388,Medium,2535,26.861206922865602,0,1,1,0,1,0,1,0
29,Male,193,73,0,117,528,Low,3275,19.597841552793366,0,0,0,1,0,1,1,0
30,Male,171,92,0,96,510,Medium,3349,31.462672275229988,0,1,0,0,0,0,1,0
30,Other,176,109,3,65,909,Medium,1989,35.18853305785124,0,1,0,0,1,0,1,0
22,Other,189,72,4,110,689,Low,2279,20.15621063240111,0,0,0,0,1,1,0,1
35,Female,181,101,0,55,821,High,1761,30.829339763743477,0,1,0,0,0,0,1,0
27,Other,174,80,3,93,598,Low,3204,26.42356982428326,0,1,1,0,1,0,1,0
43,Male,180,69,3,13,389,Low,2349,21.296296296296294,0,0,1,0,1,0,1,0
21,Other,163,67,2,22,556,High,2310,25.21735857578381,0,1,1,1,0,0,0,0
53,Female,170,116,5,12,559,Medium,1682,40.13840830449828,0,1,0,0,0,0,1,1
39,Male,152,63,4,32,467,Medium,1561,27.268005540166204,0,0,0,0,1,0,1,1
18,Male,197,58,3,52,141,High,2520,14.944986987554433,0,0,1,0,1,0,0,0
29,Male,194,103,4,119,236,Low,3650,27.367414177914764,0,0,0,0,1,0,1,1
22,Other,177,75,0,70,391,Medium,2258,23.93948099205209,0,0,0,1,0,1,0,0
27,Other,188,92,0,114,914,Low,1637,26.029877772747852,0,1,0,1,0,0,1,0
31,Female,197,94,2,19,442,Low,2086,24.221185807415804,1,0,1,1,0,1,0,0
20,Other,165,106,2,15,747,Low,3875,38.93480257116621,0,1,0,0,0,0,0,0
20,Other,188,109,2,80,422,Medium,2030,30.83974649162517,0,1,0,0,0,0,0,0
24,Other,198,75,4,59,544,Low,2414,19.13070094888277,0,0,0,0,1,1,0,1
19,Other,162,84,2,23,186,Medium,1763,32.00731595793324,0,1,0,0,0,0,0,0
51,Male,169,89,3,53,904,Medium,2998,31.161373901474043,0,1,0,0,1,0,1,0
18,Female,157,90,2,70,645,Low,3296,36.51263742951032,0,1,0,0,0,0,0,0
38,Male,151,73,4,86,946,Low,1531,32.01613964299811,0,0,0,0,1,0,1,1
54,Female,197,88,3,80,775,Low,3853,22.675152670772242,0,0,0,0,1,0,1,0
37,Male,199,84,1,58,893,High,3263,21.21158556602106,0,0,0,1,0,0,1,1
51,Male,180,118,2,105,180,High,3392,36.41975308641975,0,1,0,0,0,0,0,0
46,Female,167,88,1,77,765,Low,2559,31.553659148768332,0,1,0,0,0,0,1,1
35,Other,191,93,2,14,726,High,1807,25.492722238973712,0,1,1,1,0,0,0,0
47,Female,173,89,5,77,330,Low,2271,29.737044338267232,0,1,0,1,0,0,1,1
29,Male,187,50,0,95,146,High,1708,14.298378563870855,0,0,0,0,0,0,1,0
44,Female,189,74,4,109,965,High,3689,20.71610537219003,0,0,0,0,1,0,1,1
33,Female,194,69,3,87,634,Medium,2425,18.333510468700183,0,0,1,0,1,0,1,0
33,Male,174,108,2,105,851,Medium,1957,35.6718192627824,0,1,0,0,0,0,0,0
19,Male,170,80,5,66,302,Medium,3995,27.68166089965398,0,1,0,1,0,0,0,1
42,Male,182,99,2,15,806,High,3919,29.887694722859557,0,1,1,1,0,0,0,0
29,Male,186,100,1,99,418,High,3193,28.905075731298414,0,1,0,1,0,0,1,1
24,Female,197,51,4,47,123,Low,3446,13.141281661470277,0,0,0,0,1,0,0,1
49,Female,199,99,5,119,770,High,2445,24.999368702810536,0,0,0,1,0,0,1,1
54,Female,175,105,3,82,336,Low,3624,34.285714285714285,0,1,0,0,1,0,1,0
54,Male,194,51,3,100,555,Low,2049,13.550855563821873,0,0,0,0,1,0,1,0
56,Female,197,60,1,25,566,Low,2721,15.46033136643562,0,0,0,0,0,0,1,1
52,Female,186,81,0,56,962,High,3902,23.413111342351716,0,0,0,1,0,0,1,0
32,Other,168,85,0,20,223,High,3411,30.116213151927443,0,1,0,0,0,0,1,0
56,Other,171,108,1,13,293,Medium,1716,36.93444136657433,0,0,0,0,0,0,1,1
24,Other,166,55,3,92,769,Medium,2776,19.959355494266223,1,0,1,0,1,1,0,0
31,Male,161,117,2,100,293,Medium,2384,45.137147486593875,0,1,0,0,0,0,0,0
53,Other,169,72,3,107,928,Medium,3619,25.209201358495854,0,1,0,0,1,0,1,0
53,Other,186,73,3,118,426,High,1976,21.10070528384784,0,0,0,0,1,0,1,0
43,Female,191,66,3,52,496,Low,2536,18.09160933088457,0,0,1,0,1,0,1,0
34,Female,173,62,5,45,375,High,1977,20.715693808680545,0,0,0,1,0,1,1,1
36,Other,176,73,0,36,802,High,1801,23.56663223140496,0,0,0,1,0,0,1,0
47,Other,186,105,5,107,553,Low,2886,30.350329517863333,0,1,0,0,0,0,1,1
44,Female,160,56,4,90,416,Medium,2244,21.874999999999996,0,0,0,0,1,0,1,1
20,Male,154,54,5,107,476,Low,2540,22.76943835385394,0,0,0,1,0,1,0,1
27,Other,181,79,5,72,290,Low,1997,24.114038033027075,0,0,0,1,0,1,1,1
23,Other,183,63,0,46,109,High,3991,18.812147272238644,0,0,0,1,0,1,0,0
53,Female,188,73,1,91,110,Medium,3637,20.654142145767317,0,0,0,1,0,0,1,1
25,Female,187,118,2,57,409,Medium,2300,33.744173410735215,0,1,0,0,0,0,0,0
55,Male,190,68,5,34,960,Low,3641,18.83656509695291,0,0,0,1,0,0,1,1
30,Male,161,83,3,89,121,Medium,2219,32.02036958450677,0,1,0,0,1,0,1,0
50,Male,167,96,2,66,514,Medium,2183,34.42217361683818,0,1,0,0,0,0,0,0
42,Male,174,88,1,58,402,Medium,3386,29.065926806711587,0,1,0,1,0,0,1,1
32,Other,196,60,5,101,701,Medium,2255,15.618492294877136,0,0,0,0,0,0,1,1
42,Female,199,81,5,14,522,Low,2565,20.454028938663164,0,0,0,1,0,0,1,1
42,Male,192,78,1,91,937,Low,3055,21.158854166666668,0,0,0,1,0,0,1,1
59,Male,167,83,4,35,453,Low,3658,29.760837606224676,0,0,0,0,1,0,1,1
50,Other,181,53,4,104,401,Medium,2350,16.17777235127133,0,0,0,0,1,0,1,1
37,Other,166,112,5,69,324,Medium,2531,40.64450573377849,0,1,0,0,0,0,1,1
31,Other,174,108,4,84,255,Medium,1967,35.6718192627824,0,0,0,0,1,0,1,1
33,Other,186,87,1,87,410,Low,2097,25.14741588622962,0,1,0,1,0,0,1,1
56,Other,156,99,3,78,653,High,2473,40.68047337278106,0,0,0,0,1,0,1,0
50,Female,153,113,4,99,992,High,3280,48.2720321243966,0,0,0,0,1,0,1,1
29,Other,196,85,1,11,500,High,3411,22.12619741774261,0,0,0,1,0,0,1,1
57,Male,176,118,5,61,307,Medium,1575,38.09400826446281,0,0,0,0,0,0,1,1
44,Other,177,101,2,61,269,Low,3787,32.23850106929682,0,1,0,0,0,0,0,0
19,Male,166,51,4,97,683,Low,3764,18.507766003774133,0,0,0,0,1,1,0,1
49,Male,162,59,4,116,413,Medium,2096,22.481329065691202,0,0,0,0,1,0,1,1
51,Female,191,74,2,37,984,Medium,3670,20.284531674022094,0,0,0,1,0,0,0,0
43,Male,191,83,5,17,183,High,3216,22.75156931005181,0,0,0,1,0,0,1,1
38,Female,155,85,2,108,697,High,3665,35.37981269510926,0,1,0,0,0,0,0,0
50,Male,174,62,0,87,337,High,2886,20.478266613819528,0,0,0,1,0,0,1,0
44,Other,152,92,1,69,276,Medium,3400,39.81994459833795,0,1,0,0,0,0,1,1
53,Female,174,105,4,90,695,High,2105,34.68093539437178,0,0,0,0,1,0,1,1
39,Female,179,97,4,84,610,High,2099,30.273711806747606,0,0,0,0,1,0,1,1
32,Male,192,97,5,78,467,Medium,3733,26.31293402777778,0,1,0,1,0,0,1,1
46,Male,183,83,2,68,380,Medium,3746,24.78425751739377,0,0,1,1,0,0,0,0
47,Other,167,106,2,90,255,Medium,2738,38.00781670192549,0,1,0,0,0,0,0,0
34,Other,158,93,1,58,153,Low,2237,37.25364524915878,0,1,0,0,0,0,1,1
33,Female,152,91,1,74,122,High,3729,39.387119113573405,0,1,0,0,0,0,1,1
29,Other,165,67,0,71,630,High,3851,24.609733700642796,0,0,0,1,0,1,1,0
33,Female,168,91,1,79,123,High,3427,32.242063492063494,0,1,0,0,0,0,1,1
51,Female,173,85,1,118,668,High,2122,28.40054796351365,0,1,0,1,0,0,1,1
38,Female,197,54,4,45,206,High,2708,13.914298229792058,0,0,0,0,1,0,1,1
30,Male,198,91,2,66,192,Low,3656,23.21191715131109,1,0,1,1,0,1,0,0
44,Other,180,102,3,25,596,High,1925,31.48148148148148,0,1,0,0,1,0,1,0
18,Other,192,89,1,108,286,High,2962,24.14279513888889,0,0,0,1,0,0,0,1
56,Other,187,63,5,80,982,High,3332,18.015956990477278,0,0,0,0,0,0,1,1
41,Other,188,96,4,53,982,Medium,1665,27.16161158895428,0,0,0,0,1,0,1,1
52,Male,190,119,3,75,358,Medium,2008,32.96398891966759,0,1,0,0,1,0,1,0
35,Male,175,116,2,63,460,High,2535,37.87755102040816,0,1,0,0,0,0,0,0
25,Male,165,109,1,90,225,High,3545,40.03673094582186,0,1,0,0,0,0,1,1
23,Female,163,59,1,113,634,Low,3476,22.20633068613798,0,0,0,1,0,0,0,1
27,Male,178,85,0,38,990,High,3535,26.82742078020452,0,1,0,1,0,0,1,0
45,Other,198,85,1,34,551,Medium,2374,21.68146107540047,0,0,0,1,0,0,1,1
44,Female,164,80,1,12,187,Medium,3732,29.744199881023206,0,1,0,1,0,0,1,1
52,Other,194,93,5,75,676,High,3304,24.710383675204593,0,0,0,1,0,0,1,1
45,Male,188,51,5,77,554,High,3822,14.42960615663196,0,0,0,0,0,0,1,1
38,Other,185,118,4,47,383,Low,2264,34.47772096420745,0,0,0,0,1,0,1,1
52,Other,190,74,3,46,736,Medium,1761,20.498614958448755,0,0,0,0,1,0,1,0
36,Male,158,104,1,119,703,Low,1757,41.65999038615606,0,1,0,0,0,0,1,1
45,Other,177,82,2,62,838,Medium,3290,26.173832551310287,0,1,1,1,0,0,0,0
43,Male,190,105,4,29,921,High,2077,29.085872576177287,0,0,0,0,1,0,1,1
45,Male,150,81,5,42,124,Medium,2955,36.0,0,1,0,0,0,0,1,1
49,Male,195,99,1,80,752,Medium,2200,26.035502958579883,0,1,0,1,0,0,1,1
40,Other,196,78,1,105,909,Medium,2403,20.304039983340278,0,0,0,1,0,0,1,1
52,Female,154,118,1,95,356,Medium,3355,49.75543936582898,0,1,0,0,0,0,1,1
36,Female,190,56,0,99,702,Medium,3010,15.51246537396122,0,0,0,0,0,0,1,0
42,Other,193,86,2,39,134,Low,2574,23.087868130688072,0,0,1,1,0,0,0,0
58,Female,156,111,3,56,532,High,2131,45.611439842209066,0,0,0,0,1,0,1,0
26,Other,175,58,3,31,721,Low,3289,18.93877551020408,1,0,1,0,1,1,1,0
59,Other,191,69,2,113,458,High,1705,18.91395520956114,0,0,0,1,0,0,0,0
34,Male,156,111,4,82,563,Medium,2933,45.611439842209066,0,0,0,0,1,0,1,1
42,Female,176,64,4,18,116,Medium,2121,20.66115702479339,0,0,0,0,1,0,1,1
42,Female,164,110,3,25,217,Low,3319,40.898274836406905,0,1,0,0,1,0,1,0
57,Female,157,103,0,12,465,High,3248,41.78668505821737,0,0,0,0,0,0,1,0
20,Female,175,119,5,42,461,Medium,3746,38.857142857142854,0,1,0,0,0,0,0,1
35,Other,181,86,3,113,263,Low,1519,26.25072494734593,0,1,1,0,1,0,1,0
34,Female,191,58,5,94,285,Medium,2782,15.898686987747046,0,0,0,0,0,0,1,1
41,Other,195,67,0,116,972,Medium,2824,17.61998685075608,0,0,0,0,0,0,1,0
34,Other,199,86,1,80,472,High,2033,21.71662331759299,0,0,0,1,0,0,1,1
56,Female,195,111,5,114,625,Medium,3775,29.19132149901381,0,0,0,1,0,0,1,1
33,Other,196,59,5,12,338,High,2377,15.358184089962517,0,0,0,0,0,0,1,1
36,Female,185,85,1,81,298,Medium,2133,24.835646457268076,0,0,0,1,0,0,1,1
38,Female,171,110,2,11,156,Medium,2471,37.61841250299238,0,1,0,0,0,0,0,0
19,Other,198,67,5,64,340,Low,3425,17.090092847668604,0,0,0,0,0,0,0,1
58,Female,154,66,2,66,919,Medium,3305,27.82931354359926,0,0,0,1,0,0,0,0
22,Female,151,59,4,75,884,Medium,3649,25.876058067628612,0,0,0,0,1,0,0,1
52,Other,165,72,5,96,179,High,1545,26.44628099173554,0,1,0,1,0,0,1,1
44,Male,157,99,4,104,594,High,1862,40.16390117246136,0,0,0,0,1,0,1,1
48,Female,190,118,5,119,174,High,3400,32.686980609418285,0,1,0,0,0,0,1,1
39,Male,160,75,1,24,354,High,2442,29.296874999999993,0,1,0,1,0,0,1,1
59,Male,199,52,4,76,558,Medium,2865,13.130981540870179,0,0,0,0,1,0,1,1
48,Other,189,98,3,28,735,Low,2620,27.434842249657066,0,1,1,0,1,0,1,0
46,Male,158,70,2,68,417,High,2995,28.040378144528116,0,1,1,1,0,0,0,0
40,Male,185,52,2,94,499,High,3638,15.193571950328705,0,0,1,0,0,0,0,0
20,Male,176,66,1,41,929,High,1729,21.306818181818183,0,0,0,1,0,0,0,1
36,Other,154,115,4,96,619,High,2003,48.490470568392645,0,0,0,0,1,0,1,1
34,Female,174,62,2,101,833,Low,2872,20.478266613819528,1,0,1,1,0,1,0,0
18,Male,170,96,4,80,748,Low,1780,33.21799307958478,0,0,0,0,1,0,0,1
45,Other,151,52,1,11,658,High,2790,22.806017279943863,0,0,0,1,0,0,1,1
43,Female,169,103,1,28,195,High,2671,36.0631630545149,0,1,0,0,0,0,1,1
52,Other,150,109,0,117,713,Low,3070,48.44444444444444,0,1,0,0,0,0,1,0
35,Male,193,80,5,102,988,Low,1688,21.47708663319821,0,0,0,1,0,1,1,1
26,Male,161,81,1,11,103,Medium,3297,31.24879441379576,0,1,0,0,0,0,1,1
30,Female,199,54,3,88,751,High,3091,13.636019292442109,0,0,1,0,1,0,1,0
58,Female,171,67,3,45,633,High,3209,22.91303307000445,0,0,0,0,1,0,1,0
59,Male,177,53,4,33,227,Low,3013,16.917233234383477,0,0,0,0,1,0,1,1
40,Male,172,108,1,73,539,High,3474,36.50621957815036,0,1,0,0,0,0,1,1
45,Male,170,89,0,108,764,Low,3544,30.795847750865054,0,1,0,0,0,0,1,0
54,Male,185,102,2,13,653,High,2701,29.802775748721693,0,1,0,1,0,0,0,0
31,Male,183,110,2,29,410,High,2859,32.846606348353184,0,1,0,0,0,0,0,0
32,Male,158,73,4,57,522,High,2815,29.242108636436463,0,0,0,0,1,0,1,1
37,Female,195,104,3,18,698,Medium,1614,27.350427350427353,0,1,1,0,1,0,1,0
23,Other,181,75,3,19,691,Low,3241,22.89307408198773,1,0,1,0,1,1,0,0
48,Female,189,90,4,58,603,Medium,2416,25.195263290501387,0,0,0,0,1,0,1,1
22,Other,179,100,4,36,502,Medium,1841,31.210012171904747,0,0,0,0,1,0,0,1
56,Female,169,109,4,23,995,Medium,2941,38.163929834389556,0,0,0,0,1,0,1,1
29,Other,157,112,1,41,645,Low,3829,45.4379488011684,0,1,0,0,0,0,1,1
52,Male,176,54,5,65,753,Low,2995,17.43285123966942,0,0,0,0,0,0,1,1
36,Other,190,119,2,35,962,Low,1550,32.96398891966759,0,1,0,0,0,0,0,0
28,Other,159,98,2,19,517,Medium,3732,38.764289387286894,0,1,0,0,0,0,0,0
51,Female,189,61,5,93,114,Low,1985,17.076789563562052,0,0,0,0,0,0,1,1
51,Female,159,73,1,38,586,Low,3604,28.875440053795337,0,1,0,1,0,0,1,1
36,Female,185,79,4,114,112,Medium,3052,23.08254200146092,0,0,0,0,1,0,1,1
52,Male,180,75,0,80,609,Low,1981,23.148148148148145,0,0,0,1,0,0,1,0
29,Male,189,114,3,110,884,Medium,3773,31.914000167968425,0,1,0,0,1,0,1,0
18,Other,184,76,0,70,971,Medium,3824,22.448015122873343,0,0,0,1,0,1,0,0
39,Female,182,61,1,59,249,Medium,2300,18.41565028378215,0,0,0,0,0,0,1,1
23,Male,169,58,3,57,426,Low,2673,20.307412205454995,1,0,1,0,1,1,0,0
44,Other,160,68,1,58,314,High,3511,26.562499999999996,0,1,0,1,0,0,1,1
43,Female,159,113,0,107,904,Low,3530,44.697598987381824,0,1,0,0,0,0,1,0
47,Male,170,99,2,71,926,Low,3859,34.256055363321806,0,1,0,0,0,0,0,0
29,Female,160,77,4,37,914,Medium,1845,30.078124999999993,0,0,0,0,1,0,1,1
19,Male,199,73,3,26,687,Medium,2493,18.433877932375445,0,0,1,0,1,0,0,0
33,Female,180,86,1,118,293,Medium,3618,26.54320987654321,0,1,0,1,0,0,1,1
27,Male,158,83,5,21,610,Low,3622,33.247876942797625,0,1,0,0,0,0,1,1
53,Male,168,60,2,51,133,Medium,1594,21.258503401360546,0,0,0,1,0,0,0,0
20,Female,173,96,2,14,892,Medium,3517,32.075912994086,0,1,0,0,0,0,0,0
58,Male,179,65,2,84,411,High,2871,20.286507911738084,0,0,0,1,0,0,0,0
18,Male,168,99,3,104,143,Low,3763,35.0765306122449,0,1,0,0,1,0,0,0
58,Male,181,71,1,93,647,Medium,3874,21.672110130948383,0,0,0,1,0,0,1,1
34,Male,177,118,5,67,645,Low,3596,37.66478342749529,0,1,0,0,0,0,1,1
57,Female,163,116,2,58,565,Medium,2415,43.65990439986451,0,0,0,0,0,0,0,0
29,Male,150,82,5,108,349,Medium,2781,36.44444444444444,0,1,0,0,0,0,1,1
20,Male,163,70,1,58,547,Low,2001,26.346494034400994,0,1,0,1,0,0,0,1
40,Other,183,93,1,20,698,Low,3485,27.77031263997133,0,1,0,1,0,0,1,1
59,Female,165,116,1,12,572,High,3084,42.6078971533517,0,0,0,0,0,0,1,1
